Date,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
4/7/2020,63.02744675,64.85749817,67.92500305,64.75,67.69999695,202887200
4/8/2020,64.64060974,66.51750183,66.84249878,65.30750275,65.68499756,168895200
4/9/2020,65.10704041,66.99749756,67.51750183,66.17500305,67.17500305,161834800
4/13/2020,66.38496399,68.3125,68.42500305,66.45749664,67.07749939,131022800
4/14/2020,69.73760223,71.76249695,72.0625,69.51249695,70,194994800
4/15/2020,69.10107422,71.10749817,71.58249664,70.15750122,70.59999847,131154400
4/16/2020,69.65015411,71.67250061,72.05000305,70.58750153,71.84500122,157125200
4/17/2020,68.7050705,70.69999695,71.73750305,69.21499634,71.17250061,215250000
4/20/2020,67.27899933,69.23249817,70.41999817,69.21250153,69.48750305,130015200
4/21/2020,65.19937134,67.09249878,69.3125,66.35749817,69.06999969,180991600
4/22/2020,67.0773468,69.02500153,69.47499847,68.05000305,68.40249634,116862400
4/23/2020,66.81741333,68.75749969,70.4375,68.71749878,68.96749878,124814400
4/24/2020,68.7463913,70.74250031,70.75250244,69.25,69.30000305,126161200
4/27/2020,68.79498291,70.79250336,71.13500214,69.98750305,70.44999695,117087600
4/28/2020,67.67985535,69.64499664,71.45749664,69.55000305,71.26999664,112004800
4/29/2020,69.90280151,71.93250275,72.41750336,70.97250366,71.18250275,137280800
4/30/2020,71.37746429,73.44999695,73.63249969,72.08750153,72.48999786,183064000
5/1/2020,70.22834778,72.26750183,74.75,71.46250153,71.5625,240616800
5/4/2020,71.22201538,73.29000092,73.42250061,71.58000183,72.29250336,133568000
5/5/2020,72.29098511,74.38999939,75.25,73.61499786,73.76499939,147751200
5/6/2020,73.03681183,75.15750122,75.80999756,74.71749878,75.11499786,142333600
5/7/2020,73.7923584,75.93499756,76.29250336,75.49250031,75.80500031,115215200
5/8/2020,75.54875946,77.53250122,77.58750153,76.07250214,76.41000366,133838400
5/11/2020,76.73754883,78.75250244,79.26249695,76.80999756,77.02500153,145946400
5/12/2020,75.86058807,77.85250092,79.92250061,77.72750092,79.45749664,162301200
5/13/2020,74.94458771,76.91249847,78.98750305,75.80249786,78.03749847,200622400
5/14/2020,75.4050293,77.38500214,77.44750214,75.38249969,76.12750244,158929200
5/15/2020,74.95922089,76.92749786,76.97499847,75.05249786,75.08750153,166348400
5/18/2020,76.72535706,78.73999786,79.125,77.58000183,78.29250336,135178400
5/19/2020,76.28199768,78.28500366,79.62999725,78.25250244,78.75749969,101729600
5/20/2020,77.76555634,79.80750275,79.87999725,79.12999725,79.16999817,111504800
5/21/2020,77.1857605,79.21250153,80.22250366,78.96749878,79.66500092,102688800
5/22/2020,77.68273163,79.72250366,79.80750275,78.83750153,78.94249725,81803200
5/26/2020,77.15653992,79.18250275,81.05999756,79.125,80.875,125522000
5/27/2020,77.4927063,79.52749634,79.67749786,78.27249908,79.03500366,112945200
5/28/2020,77.52680969,79.5625,80.86000061,78.90750122,79.19249725,133560800
5/29/2020,77.45128632,79.48500061,80.28749847,79.11750031,79.8125,153532400
6/1/2020,78.40378571,80.46250153,80.58750153,79.30249786,79.4375,80791200
6/2/2020,78.76676178,80.83499908,80.86000061,79.73249817,80.1875,87642800
6/3/2020,79.20035553,81.27999878,81.55000305,80.57499695,81.16500092,104491200
6/4/2020,78.51828766,80.58000183,81.40499878,80.19499969,81.09750366,87560400
6/5/2020,80.75455475,82.875,82.9375,80.80750275,80.83750153,137250400
6/8/2020,81.23202515,83.36499786,83.40000153,81.83000183,82.5625,95654400
6/9/2020,83.79715729,85.99749756,86.40249634,83.00250244,83.03500366,147712400
6/10/2020,85.95307159,88.20999908,88.69249725,86.52249908,86.97499847,166651600
6/11/2020,81.82640839,83.97499847,87.76499939,83.87000275,87.32749939,201662400
6/12/2020,82.5328598,84.69999695,86.94999695,83.55500031,86.18000031,200146000
6/15/2020,83.55355072,85.74749756,86.41999817,83.14499664,83.3125,138808800
6/16/2020,85.76792145,88.01999664,88.30000305,86.18000031,87.86499786,165428800
6/17/2020,85.64855957,87.89749908,88.84999847,87.77249908,88.78749847,114406400
6/18/2020,85.68266296,87.93250275,88.36250305,87.30500031,87.85250092,96820400
6/19/2020,85.19302368,87.43000031,89.13999939,86.28749847,88.66000366,264476000
6/22/2020,87.42199707,89.71749878,89.86499786,87.78749847,87.83499908,135445200
6/23/2020,89.28797913,91.63249969,93.09500122,90.56749725,91,212155600
6/24/2020,87.71186829,90.01499939,92.19750214,89.62999725,91.25,192623200
6/25/2020,88.87628937,91.20999908,91.25,89.39250183,90.17500305,137522400
6/26/2020,86.14551544,88.40750122,91.33000183,88.25499725,91.10250092,205256800
6/29/2020,88.13085938,90.44499969,90.54250336,87.81999969,88.3125,130646000
6/30/2020,88.86656952,91.19999695,91.49500275,90,90.01999664,140223200
7/1/2020,88.69847107,91.02749634,91.83999634,90.97750092,91.27999878,110737200
7/2/2020,88.69847107,91.02749634,92.61750031,90.91000366,91.96250153,114041600
7/6/2020,91.07116699,93.46250153,93.94499969,92.46749878,92.5,118655600
7/7/2020,90.78857422,93.17250061,94.65499878,93.05750275,93.85250092,112424400
7/8/2020,92.90305328,95.34249878,95.375,94.08999634,94.18000031,117092000
7/9/2020,93.30258179,95.75250244,96.31749725,94.67250061,96.26249695,125642800
7/10/2020,93.46579742,95.91999817,95.98000336,94.70500183,95.33499908,90257200
7/13/2020,93.03462219,95.47750092,99.95500183,95.25749969,97.26499939,191649200
7/14/2020,94.57419586,97.05750275,97.25499725,93.87750244,94.83999634,170989200
7/15/2020,95.22460938,97.72499847,99.24749756,96.48999786,98.98999786,153198000
7/16/2020,94.05287933,96.52249908,97.40499878,95.90499878,96.5625,110577600
7/17/2020,93.86286163,96.32749939,97.14749908,95.83999634,96.98750305,92186800
7/20/2020,95.84092712,98.35749817,98.5,96.0625,96.41750336,90318000
7/21/2020,94.51815796,97,99.25,96.74250031,99.17250061,103433200
7/22/2020,94.78369141,97.27249908,97.97499847,96.60250092,96.69249725,89001600
7/23/2020,90.46945953,92.84500122,97.07749939,92.01000214,96.99749756,197004400
7/24/2020,90.24533081,92.61499786,92.97000122,89.14499664,90.98750305,185438800
7/27/2020,92.38417816,94.80999756,94.90499878,93.48000336,93.70999908,121214000
7/28/2020,90.86654663,93.25250244,94.55000305,93.24749756,94.36750031,103625600
7/29/2020,92.60829926,95.04000092,95.23000336,93.71250153,93.75,90329200
7/30/2020,93.72888184,96.19000244,96.29750061,93.76750183,94.1875,158130000
7/31/2020,103.5412216,106.2600021,106.4150009,100.8249969,102.8850021,374336800
8/3/2020,106.1502304,108.9375,111.6374969,107.8925018,108.1999969,308151200
8/4/2020,106.8591156,109.6650009,110.7900009,108.3874969,109.1324997,173071600
8/5/2020,107.2464371,110.0625,110.3925018,108.8974991,109.3775024,121776800
8/6/2020,110.9881668,113.9024963,114.4124985,109.7975006,110.4049988,202428800
8/7/2020,108.4647827,111.1125031,113.6750031,110.2925034,113.2050018,198045600
8/10/2020,110.0412903,112.7275009,113.7750015,110,112.5999985,212403600
8/11/2020,106.7686844,109.375,112.4824982,109.1074982,111.9700012,187902400
8/12/2020,110.3170776,113.0100021,113.2750015,110.2975006,110.4974976,165598000
8/13/2020,112.2694168,115.0100021,116.0425034,113.9274979,114.4300003,210082000
8/14/2020,112.169342,114.9075012,115,113.0449982,114.8300018,165565200
8/17/2020,111.8765106,114.6074982,116.0875015,113.9625015,116.0625,119561600
8/18/2020,112.8087463,115.5625,116,114.0074997,114.3525009,105633600
8/19/2020,112.9502869,115.7074966,117.1624985,115.6100006,115.9824982,145538000
8/20/2020,115.4566116,118.2750015,118.3925018,115.7324982,115.75,126907200
8/21/2020,121.4063721,124.3700027,124.8675003,119.25,119.2624969,338054800
8/24/2020,122.8584213,125.8574982,128.7850037,123.9375,128.6974945,345937600
8/25/2020,121.8505325,124.8249969,125.1800003,123.0524979,124.6975021,211495600
8/26/2020,123.507576,126.5224991,126.9925003,125.0824966,126.1800003,163022400
8/27/2020,122.0311279,125.0100021,127.4850006,123.8324966,127.1425018,155552400
8/28/2020,121.8334503,124.8075027,126.4424973,124.5774994,126.0124969,187630000
8/31/2020,125.9650726,129.0399933,131,126,127.5800018,225702700
9/1/2020,130.9825897,134.1799927,134.8000031,130.5299988,132.7599945,151948100
9/2/2020,128.2688141,131.3999939,137.9799957,127,137.5899963,200119000
9/3/2020,117.9995117,120.8799973,128.8399963,120.5,126.9100037,257599600
9/4/2020,118.0776291,120.9599991,123.6999969,110.8899994,120.0699997,332607200
9/8/2020,110.1315765,112.8199997,118.9899979,112.6800003,113.9499969,231366600
9/9/2020,114.5243835,117.3199997,119.1399994,115.2600021,117.2600021,176940500
9/10/2020,110.7856293,113.4899979,120.5,112.5,120.3600006,182274400
9/11/2020,109.331131,112,115.2300034,110,114.5699997,180860300
9/14/2020,112.6110535,115.3600006,115.9300003,112.8000031,114.7200012,140150100
9/15/2020,112.7867813,115.5400009,118.8300018,113.6100006,118.3300018,184642000
9/16/2020,109.458046,112.1299973,116,112.0400009,115.2300034,154679000
9/17/2020,107.7106857,110.3399963,112.1999969,108.7099991,109.7200012,178011000
9/18/2020,104.2940903,106.8399963,110.8799973,106.0899963,110.4000015,287104900
9/21/2020,107.4568863,110.0800018,110.1900024,103.0999985,104.5400009,195713800
9/22/2020,109.145668,111.8099976,112.8600006,109.1600037,112.6800003,183055400
9/23/2020,104.5674057,107.1200027,112.1100006,106.7699966,111.6200027,150718700
9/24/2020,105.6412125,108.2200012,110.25,105,105.1699982,167743300
9/25/2020,109.6044388,112.2799988,112.4400024,107.6699982,108.4300003,149981400
9/28/2020,112.2206039,114.9599991,115.3199997,112.7799988,115.0100021,137672400
9/29/2020,111.3713379,114.0899963,115.3099976,113.5699997,114.5500031,99382200
9/30/2020,113.0503311,115.8099976,117.2600021,113.6200027,113.7900009,142675200
10/1/2020,114.0069962,116.7900009,117.7200012,115.8300018,117.6399994,116120400
10/2/2020,110.3268433,113.0199966,115.3700027,112.2200012,112.8899994,144712000
10/5/2020,113.7238922,116.5,116.6500015,113.5500031,113.9100037,106243800
10/6/2020,110.4634933,113.1600037,116.1200027,112.25,115.6999969,161498200
10/7/2020,112.3377457,115.0800018,115.5500031,114.1299973,114.6200027,96849000
10/8/2020,112.2303543,114.9700012,116.4000015,114.5899963,116.25,83477200
10/9/2020,114.1826935,116.9700012,117,114.9199982,115.2799988,100506900
10/12/2020,121.4356613,124.4000015,125.1800003,119.2799988,120.0599976,240226800
10/13/2020,118.2142715,121.0999985,125.3899994,119.6500015,125.2699966,262330500
10/14/2020,118.3021545,121.1900024,123.0299988,119.6200027,121,150712000
10/15/2020,117.8336029,120.7099991,121.1999969,118.1500015,118.7200012,112559200
10/16/2020,116.1838608,119.0199966,121.5500031,118.8099976,121.2799988,115393800
10/19/2020,113.2163086,115.9800034,120.4199982,115.6600037,119.9599991,120639300
10/20/2020,114.7098465,117.5100021,118.9800034,115.6299973,116.1999969,124423700
10/21/2020,114.0850906,116.8700027,118.7099991,116.4499969,116.6699982,89946000
10/22/2020,112.9917908,115.75,118.0400009,114.5899963,117.4499969,101988000
10/23/2020,112.2986908,115.0400009,116.5500031,114.2799988,116.3899994,82572600
10/26/2020,112.3084641,115.0500031,116.5500031,112.8799973,114.0100021,111850700
10/27/2020,113.8215408,116.5999985,117.2799988,114.5400009,115.4899979,92276800
10/28/2020,108.5502014,111.1999969,115.4300003,111.0999985,115.0500031,143937800
10/29/2020,112.5720139,115.3199997,116.9300003,112.1999969,112.3700027,146129200
10/30/2020,106.2659531,108.8600006,111.9899979,107.7200012,111.0599976,190272600
11/2/2020,106.1781082,108.7699966,110.6800003,107.3199997,109.1100006,122866900
11/3/2020,107.8082809,110.4400024,111.4899979,108.7300034,109.6600037,107624400
11/4/2020,112.2108459,114.9499969,115.5899963,112.3499985,114.1399994,138235500
11/5/2020,116.1936035,119.0299988,119.6200027,116.8700027,117.9499969,126387100
11/6/2020,116.061615,118.6900024,119.1999969,116.1299973,118.3199997,114457900
11/9/2020,113.7440948,116.3199997,121.9899979,116.0500031,120.5,154515300
11/10/2020,113.4018478,115.9700012,117.5899963,114.1299973,115.5500031,138023400
11/11/2020,116.843895,119.4899979,119.6299973,116.4400024,117.1900024,112295000
11/12/2020,116.5700836,119.2099991,120.5299988,118.5699997,119.6200027,103162300
11/13/2020,116.618988,119.2600021,119.6699982,117.8700027,119.4400024,81581900
11/16/2020,117.6359558,120.3000031,120.9899979,118.1500015,118.9199982,91183000
11/17/2020,116.746109,119.3899994,120.6699982,118.9599991,119.5500031,74271000
11/18/2020,115.4162216,118.0299988,119.8199997,118,118.6100006,76322100
11/19/2020,116.0127335,118.6399994,119.0599976,116.8099976,117.5899963,74113000
11/20/2020,114.7415009,117.3399963,118.7699966,117.2900009,118.6399994,73604300
11/23/2020,111.3287811,113.8499985,117.6200027,113.75,117.1800003,127959300
11/24/2020,112.6195679,115.1699982,115.8499985,112.5899963,113.9100037,113874200
11/25/2020,113.4605026,116.0299988,116.75,115.1699982,115.5500031,76499200
11/27/2020,114.00811,116.5899963,117.4899979,116.2200012,116.5699997,46691300
11/30/2020,116.4136276,119.0500031,120.9700012,116.8099976,116.9700012,169410200
12/1/2020,120.0023651,122.7200012,123.4700012,120.0100021,121.0100021,127728200
12/2/2020,120.3543854,123.0800018,123.3700027,120.8899994,122.0199966,89004200
12/3/2020,120.2174835,122.9400024,123.7799988,122.2099991,123.5199966,78967600
12/4/2020,119.5427704,122.25,122.8600006,121.5199966,122.5999985,78260400
12/7/2020,121.0095596,123.75,124.5699997,122.25,122.3099976,86712000
12/8/2020,121.6255951,124.3799973,124.9800034,123.0899963,124.3700027,82225500
12/9/2020,119.0831909,121.7799988,125.9499969,121,124.5299988,115089200
12/10/2020,120.5108414,123.2399979,123.8700027,120.1500015,120.5,81312200
12/11/2020,119.6992416,122.4100037,122.7600021,120.5500031,122.4300003,86939800
12/14/2020,119.0831909,121.7799988,123.3499985,121.5400009,122.5999985,79184500
12/15/2020,125.0480957,127.8799973,127.9000015,124.1299973,124.3399963,157243700
12/16/2020,124.97966,127.8099976,128.3699951,126.5599976,127.4100037,98208600
12/17/2020,125.8499146,128.6999969,129.5800018,128.0399933,128.8999939,94359800
12/18/2020,123.8551254,126.6600037,129.1000061,126.1200027,128.9600067,192541500
12/21/2020,125.3903427,128.2299957,128.3099976,123.4499969,125.0199966,121251600
12/22/2020,128.9595032,131.8800049,134.4100037,129.6499939,131.6100006,168904800
12/23/2020,128.0598907,130.9600067,132.4299927,130.7799988,132.1600037,88223700
12/24/2020,129.0475006,131.9700012,133.4600067,131.1000061,131.3200073,54930100
12/28/2020,133.6630096,136.6900024,137.3399963,133.5099945,133.9900055,124486200
12/29/2020,131.8833313,134.8699951,138.7899933,134.3399963,138.0500031,121047300
12/30/2020,130.7588043,133.7200012,135.9900055,133.3999939,135.5800018,96452100
12/31/2020,129.7515869,132.6900024,134.7400055,131.7200012,134.0800018,99116600
1/4/2021,126.54422,129.4100037,133.6100006,126.7600021,133.5200043,143301900
1/5/2021,128.1087646,131.0099945,131.7400055,128.4299927,128.8899994,97664900
1/6/2021,123.7964478,126.5999985,131.0500031,126.3799973,127.7200012,155088000
1/7/2021,128.0207672,130.9199982,131.6300049,127.8600006,128.3600006,109578200
1/8/2021,129.1257629,132.0500031,132.6300049,130.2299957,132.4299927,105158200
1/11/2021,126.1237335,128.9799957,130.1699982,128.5,129.1900024,100384500
1/12/2021,125.9477234,128.8000031,129.6900024,126.8600006,128.5,91951100
1/13/2021,127.9914246,130.8899994,131.4499969,128.4900055,128.7599945,88636800
1/14/2021,126.0552902,128.9100037,131,128.7599945,130.8000031,90221800
1/15/2021,124.3244934,127.1399994,130.2200012,127,128.7799988,111598500
1/19/2021,124.9992142,127.8300018,128.7100067,126.9400024,127.7799988,90757300
1/20/2021,129.1061554,132.0299988,132.4900055,128.5500031,128.6600037,104319500
1/21/2021,133.8390198,136.8699951,139.6699982,133.5899963,133.8000031,120150900
1/22/2021,135.9902954,139.0700073,139.8500061,135.0200043,136.2799988,114459400
1/25/2021,139.7550354,142.9199982,145.0899963,136.5399933,143.0700073,157611700
1/26/2021,139.9897308,143.1600037,144.3000031,141.3699951,143.6000061,98390600
1/27/2021,138.9140625,142.0599976,144.3000031,140.4100037,143.4299927,140843800
1/28/2021,134.0541534,137.0899963,141.9900055,136.6999969,139.5200043,142621100
1/29/2021,129.0377197,131.9600067,136.7400055,130.2100067,135.8300018,177523800
2/1/2021,131.1694946,134.1399994,135.3800049,130.9299927,133.75,106239800
2/2/2021,132.0006866,134.9900055,136.3099976,134.6100006,135.7299957,83305400
2/3/2021,130.9738922,133.9400024,135.7700043,133.6100006,135.7599945,89880900
2/4/2021,134.3475037,137.3899994,137.3999939,134.5899963,136.3000031,84183100
2/5/2021,133.9312744,136.7599945,137.4199982,135.8600006,137.3500061,75693800
2/8/2021,134.0782013,136.9100037,136.9600067,134.9199982,136.0299988,71297200
2/9/2021,133.1967773,136.0099945,137.8800049,135.8500061,136.6199951,76774200
2/10/2021,132.5896149,135.3899994,136.9900055,134.3999939,136.4799957,73046600
2/11/2021,132.3350067,135.1300049,136.3899994,133.7700043,135.8999939,64280000
2/12/2021,132.5700378,135.3699951,135.5299988,133.6900024,134.3500061,60145100
2/16/2021,130.4351196,133.1900024,136.0099945,132.7899933,135.4900055,80576300
2/17/2021,128.1337585,130.8399963,132.2200012,129.4700012,131.25,97918500
2/18/2021,127.0271225,129.7100067,130,127.4100037,129.1999969,96856700
2/19/2021,127.1837769,129.8699951,130.7100067,128.8000031,130.2400055,87668800
2/22/2021,123.3938522,126,129.7200012,125.5999985,128.0099945,103916400
2/23/2021,123.2567368,125.8600006,126.7099991,118.3899994,123.7600021,158273000
2/24/2021,122.7572937,125.3499985,125.5599976,122.2300034,124.9400024,111039900
2/25/2021,118.4874573,120.9899979,126.4599991,120.5400009,124.6800003,148199500
2/26/2021,118.7518768,121.2600021,124.8499985,121.1999969,122.5899963,164560400
3/1/2021,125.1468201,127.7900009,127.9300003,122.7900009,123.75,116307900
3/2/2021,122.5320435,125.1200027,128.7200012,125.0100021,128.4100037,102260900
3/3/2021,119.5353394,122.0599976,125.7099991,121.8399963,124.8099976,112966300
3/4/2021,117.6452484,120.1299973,123.5999985,118.6200027,121.75,178155000
3/5/2021,118.9085846,121.4199982,121.9400024,117.5699997,120.9800034,153766600
3/8/2021,113.9532318,116.3600006,121,116.2099991,120.9300003,154376600
3/9/2021,118.5853958,121.0899963,122.0599976,118.7900009,119.0299988,129525800
3/10/2021,117.4983521,119.9800034,122.1699982,119.4499969,121.6900024,111943300
3/11/2021,119.4374161,121.9599991,123.2099991,121.2600021,122.5400009,103026500
3/12/2021,118.5266342,121.0299988,121.1699982,119.1600037,120.4000015,88105100
3/15/2021,121.425415,123.9899979,124,120.4199982,121.4100037,92403800
3/16/2021,122.9727478,125.5699997,127.2200012,124.7200012,125.6999969,115227900
3/17/2021,122.1794968,124.7600021,125.8600006,122.3399963,124.0500031,111932600
3/18/2021,118.0370026,120.5299988,123.1800003,120.3199997,122.8799973,121229700
3/19/2021,117.5081558,119.9899979,121.4300003,119.6800003,119.9000015,185549500
3/22/2021,120.837822,123.3899994,123.8700027,120.2600021,120.3300018,111912300
3/23/2021,120.005394,122.5400009,124.2399979,122.1399994,123.3300018,95467100
3/24/2021,117.6060791,120.0899963,122.9000015,120.0699997,122.8199997,88530500
3/25/2021,118.0957336,120.5899963,121.6600037,119,119.5400009,98844700
3/26/2021,118.7029114,121.2099991,121.4800034,118.9199982,120.3499985,94071200
3/29/2021,118.8792038,121.3899994,122.5800018,120.7300034,121.6500015,80819200
3/30/2021,117.4200287,119.9000015,120.4000015,118.8600006,120.1100006,85671900
3/31/2021,119.6234741,122.1500015,123.5199966,121.1500015,121.6500015,118323800
4/1/2021,120.4558945,123,124.1800003,122.4899979,123.6600037,75089100
4/5/2021,123.2959213,125.9000015,126.1600037,123.0699997,123.8700027,88651200
4/6/2021,123.5995102,126.2099991,127.1299973,125.6500015,126.5,80171300
4/7/2021,125.2545547,127.9000015,127.9199982,125.1399994,125.8300018,83466700
4/8/2021,127.6636505,130.3600006,130.3899994,128.5200043,128.9499969,88844600
4/9/2021,130.249054,133,133.0399933,129.4700012,129.8000031,106686700
4/12/2021,128.5254822,131.2400055,132.8500061,130.6300049,132.5200043,91420000
4/13/2021,131.6494598,134.4299927,134.6600037,131.9299927,132.4400024,91266500
4/14/2021,129.2990723,132.0299988,135,131.6600037,134.9400024,87222800
4/15/2021,131.7179871,134.5,135,133.6399994,133.8200073,89347100
4/16/2021,131.3851013,134.1600037,134.6699982,133.2799988,134.3000031,84922400
4/19/2021,132.0509949,134.8399963,135.4700012,133.3399963,133.5099945,94264200
4/20/2021,130.356781,133.1100006,135.5299988,131.8099976,135.0200043,94812300
4/21/2021,130.7387238,133.5,133.75,131.3000031,132.3600006,68847100
4/22/2021,129.2109833,131.9400024,134.1499939,131.4100037,133.0399933,84566500
4/23/2021,131.541748,134.3200073,135.1199951,132.1600037,132.1600037,78657500
4/26/2021,131.9334717,134.7200012,135.0599976,133.5599976,134.8300018,66905100
4/27/2021,131.6103516,134.3899994,135.4100037,134.1100006,135.0099945,66015800
4/28/2021,130.8170471,133.5800018,135.0200043,133.0800018,134.3099976,107760100
4/29/2021,130.7191315,133.4799957,137.0700073,132.4499969,136.4700012,151101000
4/30/2021,128.740921,131.4600067,133.5599976,131.0700073,131.7799988,109839500
5/3/2021,129.7985687,132.5399933,134.0700073,131.8300018,132.0399933,75135100
5/4/2021,125.2055817,127.8499985,131.4900055,126.6999969,131.1900024,137564700
5/5/2021,125.4504166,128.1000061,130.4499969,127.9700012,129.1999969,84000900
5/6/2021,127.0564804,129.7400055,129.75,127.1299973,127.8899994,78128300
5/7/2021,127.7333603,130.2100067,131.2599945,129.4799957,130.8500061,78973300
5/10/2021,124.4372787,126.8499985,129.5399933,126.8099976,129.4100037,88071200
5/11/2021,123.515152,125.9100037,126.2699966,122.7699966,123.5,126142800
5/12/2021,120.4348831,122.7699966,124.6399994,122.25,123.4000015,112172300
5/13/2021,122.5930405,124.9700012,126.1500015,124.2600021,124.5800018,105861300
5/14/2021,125.0258484,127.4499969,127.8899994,125.8499985,126.25,81918000
5/17/2021,123.8682938,126.2699966,126.9300003,125.1699982,126.8199997,74244600
